week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,295.0
2025-35,-0.04821308871291237,0.9898626260478832,0.26542131696446697,1.2958619150379551,214.0
2025-36,0.008797140637778865,1.0157684683431352,-0.009084615392882989,0.9901989837952939,101.0
2025-37,-0.07486687649060791,0.9750424226218757,0.03970615033355828,1.234786412141522,104.0
2025-38,0.017840919419958495,0.9472024527134701,0.01912687390445631,0.9582816240681874,118.0
2025-39,-0.019181194356287748,0.9773039631526385,-0.04188238483195318,1.0634325855771745,326.0
2025-40,0.09974107863512849,1.0113931424258213,0.06084666139456964,1.1116650334958287,409.0
2025-41,-0.04611186408335225,0.9237487779408317,0.020204307268196636,0.9642519919893096,613.0
2025-42,0.010111088639382338,0.9688341226103221,-0.08590024410400204,0.8478481294187388,702.0
2025-43,-0.05010390274443609,0.9608303405508238,-0.11226042777203543,0.8003800328971382,1222.0
2025-44,-0.04137949010162134,0.9714238189528589,-0.01327407306570959,0.9708757540517108,1142.0
2025-45,0.014225665957245812,0.9690866845923297,-0.05216761012634368,0.9009866347585416,1008.0
2025-46,0.010467374116074173,0.9620044433103289,-0.104315822608723,0.813479598115175,831.0
2025-47,0.013054112771457458,0.9587414620837141,0.019210819745164004,0.97947045285498,1004.0
2025-48,0.02509083514121132,0.967421747291721,0.0643393299133179,1.051622163055724,769.0
2025-49,0.01852035594057543,0.9852619242481794,0.013512292048988406,1.064779574437508,944.0
2025-50,-0.03430608780509869,1.0542376503928819,-0.03296012538312943,0.9336269967512689,796.0
2025-51,0.023894904243196857,0.9610220183983756,-0.040279857877946176,0.920467520487,870.0
2025-52,0.04829470527781389,0.9177185467076006,0.055778002434642385,1.051385279372205,464.0
2026-00,0.07204639861342226,1.0035804793203424,0.02837781537236347,0.9713288523255716,464.0
2026-01,-0.03023844431730082,1.0140220324403029,-0.058530441756609215,0.8893517969916801,1300.0
2026-02,-0.028130705684145614,0.9942761688149383,-0.01307007363395317,0.9816660442057036,1032.0
2026-03,-0.02383297251475784,0.929075268827225,0.1558656355746017,1.1688957618411842,1278.0
2026-04,-0.06310578272555455,1.021588202380728,0.1606159419316583,1.1718019381520333,1338.0
2026-05,-0.006395668211552835,0.9756032791516558,-0.03251419230872636,0.9564921098684087,1148.0
2026-06,-0.02370981349804554,0.9678971191144745,-0.029457676254751732,0.9178736146483594,999.0
2026-07,-0.05152446983225336,1.0023587005180428,-0.04323360809350915,0.9284884550966374,1291.0
2026-08,0.012761596433429013,0.9546506879220961,0.04501033642210084,1.0324925429779097,913.0
2026-09,0.12798519613338485,1.0506647538788074,-0.03912367120365121,0.9048778588859384,633.0
2026-10,0.035325960297344396,0.9411241028605395,0.025027559760510954,1.0214225971900286,717.0
2026-11,-0.023427175176934167,0.9517793752861448,0.026461336019763887,1.0018321821646583,677.0
2026-12,-0.05087119271087789,1.0216853293328139,-0.0028749656107594367,0.9683532008535363,557.0
2026-13,0.06845789509283098,0.9289388146265157,-0.0729035169211665,0.8935370486345723,559.0
2026-14,0.10126409220945393,0.9432452573420856,-0.018585522970723096,1.0005481302924304,559.0
2026-15,0.0364505120484414,0.9825577252025023,-0.07531799340136933,0.7909917203521487,806.0
2026-16,0.15139358389223753,1.001165511639764,-0.05162819018615612,0.8569796068580902,823.0
2026-17,0.06137098191565081,1.0113604740532836,-0.0017873164492408949,1.0492657876930898,864.0
2026-18,-0.024788109749721107,0.9843655656329955,-0.0018801703880071997,1.0421334036542202,814.0
2026-19,-0.03655731131854875,0.9905586903692071,-0.0858812068297143,0.867123750163481,732.0
2026-20,0.08524414829364924,0.915134121048748,-0.044452396871164986,0.9130234592733674,867.0
2026-21,-0.027028342040987655,1.0008974315776864,-0.05680981004603314,0.8804557198518481,870.0
2026-22,0.10252620590886283,0.9772104912328733,-0.0535135709318754,0.8870920340133126,794.0
2026-23,0.018152644020939794,0.9847551151751495,-0.02210025375185136,0.940003182000919,941.0
2026-24,0.010137118192309946,1.0547837159459144,-0.05354940237526821,0.9506916882754946,983.0
2026-25,-0.023197068372409216,0.9562777927236193,0.14058250391701027,1.14217238585121,1741.0
2026-26,0.010030999163955502,0.9861600347533681,0.04782652053855955,1.0497877209431778,1443.0
2026-27,-0.060496867826285244,0.9418953733556742,-0.024156768355017785,0.909380134083283,1185.0
2026-28,-0.04101421510318868,0.9721660405401651,0.028836937691870512,0.988597933719672,1450.0
2026-29,-0.020538188968488778,0.9765487136670752,0.03040987718559409,0.9564836825996575,854.0
2026-30,0.004234166131096625,0.9918568422734763,-0.020117648173204824,0.9752647236953111,1304.0
2026-31,-0.015061604594357205,1.0127224374164563,0.07779978170528562,1.0817312414087985,773.0
2026-32,-0.008268233700562089,0.9187454342833027,0.028010836008939433,1.0231212148144162,519.0
