domain,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
www.stern.de,-0.011104319478402609,0.27023899749588975,0.06940143077062393,0.14982893901134184,1227.0
www.zeit.de,-0.024576771653543307,0.2563996829340963,0.04308836395450569,0.14419618518328137,1016.0
www.tagesspiegel.de,-0.01771640826873385,0.27463213734283476,0.07406061584840655,0.15172858515978668,516.0
economictimes.indiatimes.com,-0.026509341931216936,0.27296848082260755,0.032770750661375664,0.08409666908639502,480.0
www.abc.net.au,-0.02487793613090526,0.3419084117308618,0.07023621008181578,0.1731135088850344,421.0
www.cbc.ca,-0.016575028636884308,0.30561203304855916,0.06154066437571592,0.15978824183572152,388.0
www.bbc.com,-0.002806122448979595,0.32425576966830627,0.04777291869128604,0.1494889767419437,343.0
www.bild.de,-0.053307034845496384,0.2952697978602163,0.042578895463510846,0.11730339679284255,338.0
abcnews.go.com,-0.043923719958202725,0.3868112832262288,0.06943573667711599,0.17301003543056234,319.0
www.thestar.com.my,-0.009308785529715764,0.2582486091682559,0.016634366925064595,0.06777012395306396,258.0
biztoc.com,-0.03803193882141251,0.3301478926015048,0.037426900584795315,0.11814002490433766,247.0
www.yahoo.com,-0.043248945147679324,0.4120364040503841,0.05977496483825598,0.17392891482446549,237.0
www.faz.net,-0.04312084520417854,0.320405150753161,0.06760446343779677,0.15031629269103072,234.0
slashdot.org,-0.046426005747126436,0.38088459531527274,0.058943965517241376,0.14937716844647259,232.0
www.aljazeera.com,-0.12460762331838565,0.3358388174973519,0.05840807174887892,0.15657709213163729,223.0
consent.yahoo.com,0.0037046204620462034,0.20348107127891768,0.04084158415841584,0.12991048577856432,202.0
www.n-tv.de,-0.02360913685540551,0.2756562744172287,0.06809839690436705,0.1305173647139019,201.0
www.cbsnews.com,-0.060889208173690944,0.32890070999001986,0.07217432950191571,0.16291169163995062,174.0
www.welt.de,-0.034794685990338164,0.27166442377535555,0.0701000690131125,0.14641271006109227,161.0
www.lifesciencesworld.com,0.10424501424501423,0.3134310845273338,0.03394764957264957,0.133785192408209,156.0
timesofindia.indiatimes.com,-0.001999643874643878,0.3028217162059645,0.014423076923076924,0.06036289712500976,156.0
www.sueddeutsche.de,-0.010088300220750553,0.22821090114654974,0.06028329654157469,0.1353188563008673,151.0
www.morgenpost.de,-0.01375938438438439,0.31297367295439504,0.03943318318318319,0.10358468502798324,148.0
nypost.com,-0.08163793103448276,0.3623737595982646,0.04770114942528736,0.1536417576628949,145.0
www.diepresse.com,0.02630787037037037,0.25453540741589925,0.058101851851851856,0.12807198149516977,144.0
en.antaranews.com,0.02369047619047619,0.39751585671957357,0.02023809523809524,0.11391558913504538,140.0
www.insurancejournal.com,-0.01581212892281595,0.24605230630630592,0.0669211195928753,0.146825158141758,131.0
www.dw.com,-0.026732804232804237,0.25158902758408497,0.09841269841269841,0.15916154871408247,126.0
www.tagesschau.de,-0.07498193315266485,0.21198814725068743,0.08687895212285457,0.13920060684926278,123.0
theconversation.com,0.036743697478991595,0.30892087842838056,0.09709383753501401,0.1909557210467833,119.0
orf.at,0.018778735632183907,0.1600397154450736,0.04647988505747126,0.13224259868091068,116.0
indianexpress.com,0.07193443443443442,0.3280708391309937,0.03841341341341341,0.11202206990663212,111.0
www.nature.com,0.07703953953953954,0.29137255612692603,0.04942442442442442,0.15420231961801872,111.0
